startphrase,ending1,ending2,labels,valid,qid
That judge thinks similar to a hippie,the judge is rigorous,the judge is relaxed,-1,1,1068
His new car has as much power as Chernobyl today.,The car has lots of power.,The car is so low in power it's not working.,-1,1,1069
His new car has as much power as Chernobyl in the 70's.,The car has lots of power.,The car is so low in power it's not working.,-1,1,1069
The wave has the sound of a whisper.,The wave is loud.,The wave is quiet.,-1,1,1070
The wave has the sound of a million drums.,The wave is loud.,The wave is quiet.,-1,1,1070
The car has the speed of a rocket travel as fast as light,The car is fast,The car is slow,-1,1,1075
The car has the speed of a slug carrying a ton of bricks,The car is fast,The car is slow,-1,1,1075
"To the audience, Sara's speech was bitter tea.","To the audience, Sara's speech was hurtful.","To the audience, Sara's speech was pleasant.",-1,1,1080
"To the audience, Sara's speech was warm tea.","To the audience, Sara's speech was hurtful.","To the audience, Sara's speech was pleasant.",-1,1,1080
Legal professions are as appealing as counting sand grains on a beach,Legal professions are tedious,Legal professions are exciting,-1,1,1081
Legal professions are as appealing as discovering new life forms,Legal professions are tedious,Legal professions are exciting,-1,1,1081
She's got the anger of a hive of bees during a bear attack,She's very angry,She's quite calm,-1,1,1090
She's got the anger of a sleeping little lamb,She's very angry,She's quite calm,-1,1,1090
He's got the swimming ability of a spider in a bathtub,He can swim well,He isn't good at swimming,-1,1,1091
He's got the swimming ability of a pack of dolphins,He can swim well,He isn't good at swimming,-1,1,1091
My sister is a Brain,My sister is smart,My sister is not smart,-1,1,1093
My sister is a Goldfish,My sister is smart,My sister is not smart,-1,1,1093
It's as wet as the ocean,It's wet.,It's dry.,-1,1,1095
It's as wet as the desert,It's wet.,It's dry.,-1,1,1095
The actor has the fame of a Roman emperor,The actor is very well known,The actor is not very well known,-1,1,1109
The actor has the fame of a box of rocks,The actor is very well known,The actor is not very well known,-1,1,1109
Fame is as fleeting as Whales life span,Fame expires quickly,Fame lasts a long time,-1,1,1112
Fame is as fleeting as A mosquito life span,Fame expires quickly,Fame lasts a long time,-1,1,1112
Ex friends calling you are as transparent as Molasses,You can see through old friends contact attempts,You have no idea why old friends contact you,-1,1,1113
Ex friends calling you are as transparent as skyscraper glass windows.,You can see through old friends contact attempts,You have no idea why old friends contact you,-1,1,1113
He's felt that he was on top of a garbage pile.,He was really happy.,He's was sad.,-1,1,1117
He's felt that he was on top of the world.,He was really happy.,He's was sad.,-1,1,1117
That party lasted as long as a line of coke at a drug rehab,The party lasted a short amount of time,The party lasted a long time,-1,1,1123
That party lasted as long as a pickle and olive pie at a dessert table,The party lasted a short amount of time,The party lasted a long time,-1,1,1123
The man's sneeze was as noticeable as a whisper,The man's sneeze was unmistakably noticeable.,The man's sneeze was undetected.,-1,1,1127
The man's sneeze was as noticeable as a boom box,The man's sneeze was unmistakably noticeable.,The man's sneeze was undetected.,-1,1,1127
The sixth grader's homework assignment was as easy as writing a PhD dissertation,The sixth grader's homework assignment was a cinch to complete.,The sixth grader's homework assignment was very difficult to complete.,-1,1,1128
The sixth grader's homework assignment was as easy as making a sandwich,The sixth grader's homework assignment was a cinch to complete.,The sixth grader's homework assignment was very difficult to complete.,-1,1,1128
His anger was as visible as a meteor heading straight for earth,It was very clear that he was angry,His anger was very well hidden,-1,1,1130
His anger was as visible as a piece of thin glass,It was very clear that he was angry,His anger was very well hidden,-1,1,1130
The party was as grand as a book club meeting,The party was large and full of excitement,The party was uninteresting,-1,1,1131
The party was as grand as a parade,The party was large and full of excitement,The party was uninteresting,-1,1,1131
The room felt like a furnace,The room was cold,The room was hot,-1,1,1132
The room felt like a cooler,The room was cold,The room was hot,-1,1,1132
The girl was as bubbly as still water,The girl was vivacious.,The girl was bland.,-1,1,1138
The girl was as bubbly as champagne,The girl was vivacious.,The girl was bland.,-1,1,1138
The man's personality was as volatile as a sloth,The man was often angry.,The man was laidback.,-1,1,1139
The man's personality was as volatile as a charging hippo,The man was often angry.,The man was laidback.,-1,1,1139
The chair was a foundation,The chair was unstable.,The chair was stable.,-1,1,1145
The chair was a tilt-a-whirl,The chair was unstable.,The chair was stable.,-1,1,1145
The book had the depth of a sink.,The book was boring.,The book was profound.,-1,1,1149
The book had the depth of a skyscraper.,The book was boring.,The book was profound.,-1,1,1149
He flew like a stone,"He moved in a light, graceful way.","He moved in a clumsy, heavy way.",-1,1,1151
He flew like a butterfly,"He moved in a light, graceful way.","He moved in a clumsy, heavy way.",-1,1,1151
His brain was made of curving winding roads leading into dark woods.,He is really efficient and thinks in a straightforward way.,He tends to get distracted.,-1,1,1157
His brain was made of long straight highways.,He is really efficient and thinks in a straightforward way.,He tends to get distracted.,-1,1,1157
Jeremy was a warm blanket on a cold day.,Jeremy was comforting.,Jeremy was not comforting.,-1,1,1158
Jeremy was a wet blanket on a cold day.,Jeremy was comforting.,Jeremy was not comforting.,-1,1,1158
He had the class of a child at a birthday party at Chuck E. Cheese,He had a lot class,He had little class,-1,1,1159
He had the class of an aristocrat from an old novel,He had a lot class,He had little class,-1,1,1159
She was a warm as a mother's hug,She was warm.,She was cold.,-1,1,1165
She was a warm as a frozen steak,She was warm.,She was cold.,-1,1,1165
It was as melodious a colicky baby,It was melodious.,It was not melodius.,-1,1,1166
It was as melodious a chirping bird,It was melodious.,It was not melodius.,-1,1,1166
The kids have as much energy as Olympic athletes,The kids have tons of energy.,The kids don't have any energy at all.,-1,1,1169
The kids have as much energy as hospital patients,The kids have tons of energy.,The kids don't have any energy at all.,-1,1,1169
He has the nose of an elephant with a sinus infection,His nose is good looking,His nose looks ugly,-1,1,1174
He has the nose of Michaelangelo's David,His nose is good looking,His nose looks ugly,-1,1,1174
The game has all the challenge of walking to the bathroom first thing in the morning,The game is fairly challenging,The game lacks challenge,-1,1,1175
The game has all the challenge of learning to walk again after breaking both legs,The game is fairly challenging,The game lacks challenge,-1,1,1175
The book has the depth of a kiddie pool.,The book is boring.,The book is profound.,-1,1,1181
The book has the depth of the mariana trench.,The book is boring.,The book is profound.,-1,1,1181
He had the wisdom of a turnip,He was wise.,He was ignorant.,-1,1,1185
He had the wisdom of Solomon,He was wise.,He was ignorant.,-1,1,1185
The word meaning was as clear as Molasses,The meaning was clear,The meaning was murky,-1,1,1190
The word meaning was as clear as Aquafina,The meaning was clear,The meaning was murky,-1,1,1190
The car was as shiny as Concrete.,The car had a lot of shine.,The car was dull.,-1,1,1191
The car was as shiny as A freshly cleaned mirror.,The car had a lot of shine.,The car was dull.,-1,1,1191
The cake is sawdust,The cake is moist,The cake is dry,-1,1,1193
The cake is a wet sponge,The cake is moist,The cake is dry,-1,1,1193
His father was a jenga tower.,His father was really reliable.,His father was not reliable.,-1,1,1195
His father was a pillar.,His father was really reliable.,His father was not reliable.,-1,1,1195
The boy is a ballerina.,The boy is clumsy.,The boy is graceful.,-1,1,1203
The boy is a lumberjack.,The boy is clumsy.,The boy is graceful.,-1,1,1203
The tea had the warmth of an igloo,The tea was warm,The tea was cold,-1,1,1207
The tea had the warmth of a blanket,The tea was warm,The tea was cold,-1,1,1207
The tea was as sweet as pie,The tea was strong,The tea was pleasant to drink,-1,1,1209
The tea was as dark as the night,The tea was strong,The tea was pleasant to drink,-1,1,1209
She was sleepy like a speed addict,She was sleepy,She was not sleepy,-1,1,1220
She was sleepy like a baby,She was sleepy,She was not sleepy,-1,1,1220
This guy has the charisma of a Greek god.,"This guy is bland and boring, with no appeal.",This guy is incredibly appealing to the point of being legendary.,-1,1,1222
This guy has the charisma of a ball of clay.,"This guy is bland and boring, with no appeal.",This guy is incredibly appealing to the point of being legendary.,-1,1,1222
The ball is a worn out waistband.,The ball is bouncy.,The ball is not bouncy.,-1,1,1228
The ball is a rubber band.,The ball is bouncy.,The ball is not bouncy.,-1,1,1228
The ball is a rock,The ball is bouncy,The ball is not bouncy,-1,1,1229
The ball is a spring,The ball is bouncy,The ball is not bouncy,-1,1,1229
The cat is a mouse,The cat is aggressive,The cat is meek,-1,1,1230
The cat is a lion,The cat is aggressive,The cat is meek,-1,1,1230
He's talks like a a hungover DMV employee.,He talks really fast.,He talks really slowly.,-1,1,1232
He's talks like a machine gun.,He talks really fast.,He talks really slowly.,-1,1,1232
My house is as loud as a cemetery,My house is loud.,My house is quiet.,-1,1,1236
My house is as loud as an airport,My house is loud.,My house is quiet.,-1,1,1236
The razor has the cutting power of a declawed kitten,The razor cuts well,The razor can barely cut at all,-1,1,1237
The razor has the cutting power of a cartoon cat's claws,The razor cuts well,The razor can barely cut at all,-1,1,1237
The lion has the pouncing power of a dog with no legs,The lion has a lot of pouncing ability,The lion cannot pounce,-1,1,1238
The lion has the pouncing power of a thousand smaller cats combined,The lion has a lot of pouncing ability,The lion cannot pounce,-1,1,1238
The ball is a big red sun.,The ball is large and red.,The ball is small.,-1,1,1239
The ball is a pea.,The ball is large and red.,The ball is small.,-1,1,1239
The giraffe was as tall as the Sears Tower,The giraffe was tall,The giraffe was short,-1,1,1242
The giraffe was as tall as a shoe,The giraffe was tall,The giraffe was short,-1,1,1242
The boy is as daring as a fawn,The boy is timid.,The boy is fearless.,-1,1,1247
The boy is as daring as a roaring lion,The boy is timid.,The boy is fearless.,-1,1,1247
She has the personality an A discoball,She is boring and lame,She is colorful and fun,-1,1,1255
She has the personality an A fannypack,She is boring and lame,She is colorful and fun,-1,1,1255
The man was as skinny as a sumo wrestler,The man was skinny,The man was fat,-1,1,1258
The man was as skinny as a broom,The man was skinny,The man was fat,-1,1,1258
My friend is as loyal as man's best friend.,My friend is a backtabber.,My friend would take a secret to the grave.,-1,1,1259
My friend is as loyal as a pack of hyenas.,My friend is a backtabber.,My friend would take a secret to the grave.,-1,1,1259
The professor has the IQ of a virus.,The professor is stupid.,The professor is intelligent.,-1,1,1260
The professor has the IQ of Einstein.,The professor is stupid.,The professor is intelligent.,-1,1,1260
The car ride was as smooth as paper,The car ride went very smoothly.,The car ride was very bumpy.,-1,1,1264
The car ride was as smooth as an alligator's skin,The car ride went very smoothly.,The car ride was very bumpy.,-1,1,1264
Jane was a friend as good as The smell of stale cigarette smoke.,Jane was a comforting friend.,Jane was stagnant as a friend.,-1,1,1268
Jane was a friend as good as The smell of fresh bread.,Jane was a comforting friend.,Jane was stagnant as a friend.,-1,1,1268
The architect's building design was as inspiring as a Soviet apartment block,The architect's building design was unoriginal,The architect's building design was a masterpiece,-1,1,1270
The architect's building design was as inspiring as the Taj Mahal,The architect's building design was unoriginal,The architect's building design was a masterpiece,-1,1,1270
I was as hungry as a man after Thanksgiving dinner.,I was famished.,I was full.,-1,1,1276
I was as hungry as a man who just returned from a prison camp.,I was famished.,I was full.,-1,1,1276
The light on the tree were as bright as a cave,The light was bright,The light was dark,-1,1,1277
The light on the tree were as bright as a searchlight,The light was bright,The light was dark,-1,1,1277
The girl is as reliable as a smoke detector without batteries,The girl can definitely be relied upon.,The girl isn't reliable at all.,-1,1,1283
The girl is as reliable as an SUV,The girl can definitely be relied upon.,The girl isn't reliable at all.,-1,1,1283
He produces like a sloth.,He's very productive.,He's not productive at all.,-1,1,1285
He produces like a one-man factory.,He's very productive.,He's not productive at all.,-1,1,1285
The tap dancer was an elephant.,The tap dancer was clumsy.,The tap dancer was graceful.,-1,1,1287
The tap dancer was a gazelle.,The tap dancer was clumsy.,The tap dancer was graceful.,-1,1,1287
"The movie has the excitement of outrunning a giant, flaming boulder",The movie is very exciting,The movie is pretty dull,-1,1,1292
The movie has the excitement of visiting a budget petting zoo,The movie is very exciting,The movie is pretty dull,-1,1,1292
The blanker provides the warmth of a thousand suns,The blanket provides a lot of warmth,The blanket provides little warmth,-1,1,1294
The blanker provides the warmth of an open refrigerator,The blanket provides a lot of warmth,The blanket provides little warmth,-1,1,1294
School is a circus,School is rowdy and entertaining,School is full of restraint,-1,1,1301
School is a prison,School is rowdy and entertaining,School is full of restraint,-1,1,1301
The girl's facial expression was as clear as pea soup,The girl's facial expression was somewhat murky.,The girl's facial expression was obvious.,-1,1,1306
The girl's facial expression was as clear as a windowpane,The girl's facial expression was somewhat murky.,The girl's facial expression was obvious.,-1,1,1306
The book plot was as straightforward as uncombed hair,The book plot was very straightforward.,The book plot was very twisted.,-1,1,1307
The book plot was as straightforward as a Y-axis,The book plot was very straightforward.,The book plot was very twisted.,-1,1,1307
The gambler had the luck of a leprechaun covered in four-leaf clovers.,The gambler was lucky,The gambler was unlucky.,-1,1,1308
The gambler had the luck of a black cat walking under a ladder.,The gambler was lucky,The gambler was unlucky.,-1,1,1308
The lion has the roar of a man with a stubbed toe,The lion's roar is loud,The lion's roar is bately audible,-1,1,1310
The lion has the roar of mosquito flying down a busy street,The lion's roar is loud,The lion's roar is bately audible,-1,1,1310
The washing machine has the cleaning ability of a fully rested man with OCD in a dirty room,The washing machine cleans very well,The washing machine leaves behind a lot of filth,-1,1,1311
The washing machine has the cleaning ability of a college kid with a hangover,The washing machine cleans very well,The washing machine leaves behind a lot of filth,-1,1,1311
Love is a dumpster fire.,Love is trash.,Love is beautiful.,-1,1,1321
Love is an angel's voice.,Love is trash.,Love is beautiful.,-1,1,1321
The woman is a deer.,The woman is ugly.,The woman is beautiful.,-1,1,1323
The woman is a toad.,The woman is ugly.,The woman is beautiful.,-1,1,1323
The office environment was as sterile as a rock band's garage,The office environment was totally dull.,The office environment was full of life.,-1,1,1326
The office environment was as sterile as a dental hygienist's equipment,The office environment was totally dull.,The office environment was full of life.,-1,1,1326
She swam like a dolphin.,She didn't swim well.,She swam very well.,-1,1,1332
She swam like a cat.,She didn't swim well.,She swam very well.,-1,1,1332
He was as smooth as a rocky road.,He was very smooth.,He wasn't smooth at all.,-1,1,1333
He was as smooth as butter.,He was very smooth.,He wasn't smooth at all.,-1,1,1333
The gossip was as juicy as a sandbox,The gossip was entertaining,the gossip was boring,-1,1,1335
The gossip was as juicy as A peach,The gossip was entertaining,the gossip was boring,-1,1,1335
That cake is as moist as The Sahara desert,The cake is dry,The cake is not dry,-1,1,1338
That cake is as moist as H20,The cake is dry,The cake is not dry,-1,1,1338
The ice cream was as tasty as Cheesecake,The ice cream is bland,The ice cream is flavorful,-1,1,1340
The ice cream was as tasty as Lint,The ice cream is bland,The ice cream is flavorful,-1,1,1340
The poem moved along like a truck that is breaking down.,The poem flowed smoothly and was easy to follow along with.,The poem had a clunky feel to it and was not smooth to follow.,-1,1,1342
The poem moved along like a Dantean canto.,The poem flowed smoothly and was easy to follow along with.,The poem had a clunky feel to it and was not smooth to follow.,-1,1,1342
The diamond on the engagement ring is the size of an atom,The diamond on the engagement ring is huge.,The diamond on the engagement ring is barely visible.,-1,1,1345
The diamond on the engagement ring is the size of a truck,The diamond on the engagement ring is huge.,The diamond on the engagement ring is barely visible.,-1,1,1345
Inflation is as high as the mariana trench.,Inflation is very low.,Inflation is very high.,-1,1,1358
Inflation is as high as the clouds.,Inflation is very low.,Inflation is very high.,-1,1,1358
The villain is as beautiful as the Joker.,The villain is hideous.,The villain is gorgeous.,-1,1,1359
The villain is as beautiful as an angel in heaven.,The villain is hideous.,The villain is gorgeous.,-1,1,1359
This bag has the weight of a feather,The bag is heavy,The bag is light,-1,1,1362
This bag has the weight of an elephant,The bag is heavy,The bag is light,-1,1,1362
The hero was strong like a wet noodle,The hero was strong,The hero was not strong,-1,1,1365
The hero was strong like steel,The hero was strong,The hero was not strong,-1,1,1365
The girl's voice was as flat as tap water,The girl's voice was very bubbly.,The girl's voice was flat and monotonous.,-1,1,1366
The girl's voice was as flat as sparkling water,The girl's voice was very bubbly.,The girl's voice was flat and monotonous.,-1,1,1366
The book's plot was as twisted as a soft pretzel,The book's plot was all over the place.,The book's plot followed a linear fashion.,-1,1,1368
The book's plot was as twisted as a parade of soldiers,The book's plot was all over the place.,The book's plot followed a linear fashion.,-1,1,1368
The new car drives like A powerful steed,The car is fast,The car is slow,-1,1,1371
The new car drives like a donkey,The car is fast,The car is slow,-1,1,1371
He's as country as Manhattan.,He's very country.,He's not very country at all.,-1,1,1372
He's as country as Texas.,He's very country.,He's not very country at all.,-1,1,1372
Her eyes were blue as a calm sea,Her eyes were a clear blue,Her eyes were muddy and brown,-1,1,1375
Her eyes were blue as a muddy pond,Her eyes were a clear blue,Her eyes were muddy and brown,-1,1,1375
The officer has the training of a newborn goldfish,The officer is well trained,The officer has little training,-1,1,1376
The officer has the training of the dog from the Beethoven movies,The officer is well trained,The officer has little training,-1,1,1376
He has the villainy of Hitler on methamphetamine,He is quite the villain,He's not very villainous,-1,1,1377
He has the villainy of every non-Injustice Superman,He is quite the villain,He's not very villainous,-1,1,1377
The driveway is a bed of rocks.,The driveway is bumpy.,The driveway is smooth.,-1,1,1379
The driveway is a mirror.,The driveway is bumpy.,The driveway is smooth.,-1,1,1379
The road is frozen pizza crust.,The road is muddy.,The road is icy.,-1,1,1380
The road is thick fudge.,The road is muddy.,The road is icy.,-1,1,1380
His head was filled with lightbulbs.,He wasn't very bright.,He was very smart and had a lot of good ideas.,-1,1,1391
His head was filled with molasses.,He wasn't very bright.,He was very smart and had a lot of good ideas.,-1,1,1391
The toothbrush has the firmness of a steel beam,The toothbrush is very firm,The toothbrush lacks firmness,-1,1,1393
The toothbrush has the firmness of a brown banana,The toothbrush is very firm,The toothbrush lacks firmness,-1,1,1393
The director possessed the intelligence of A Nobel Prize laureate,The director is stupid,The director is intelligent,-1,1,1403
The director possessed the intelligence of A baby fur seal,The director is stupid,The director is intelligent,-1,1,1403
His attention span is as long as a hair pin,He has a really good attention span.,His attention span is nonexistent.,-1,1,1404
His attention span is as long as a trip around the globe,He has a really good attention span.,His attention span is nonexistent.,-1,1,1404
My depression these days is like a distant enemy.,The speaker hates their depression but has not had to deal with it in a while.,The speaker deals with their depression so constantly that they have grown used to it.,-1,1,1407
My depression these days is like a close friend.,The speaker hates their depression but has not had to deal with it in a while.,The speaker deals with their depression so constantly that they have grown used to it.,-1,1,1407
It's as loud as a hurricane,It's very loud,It makes no noise at all,-1,1,1411
It's as loud as the vacuum of space,It's very loud,It makes no noise at all,-1,1,1411
His depression was a gaping hole inside his heart.,His depression weighed deeply inside of him and left him feeling alone.,Everyone in the room was aware of his depression and getting warning signs from it.,-1,1,1413
His depression lit the room in red warning signs.,His depression weighed deeply inside of him and left him feeling alone.,Everyone in the room was aware of his depression and getting warning signs from it.,-1,1,1413
you're about as skinny as a stick,you are very skinny,you are fat,-1,1,1416
you're about as skinny as a pig,you are very skinny,you are fat,-1,1,1416
The process has the complexity of A wooden block,The process is simple,The process is complex,-1,1,1419
The process has the complexity of Intricate clockwork,The process is simple,The process is complex,-1,1,1419
That guy's voice sounds like silky pajamas,That guys voice is unpleasant,That guys voice is pleasant,-1,1,1422
That guy's voice sounds like a car accident,That guys voice is unpleasant,That guys voice is pleasant,-1,1,1422
The night was as rowdy as a senior home,The night was very rowdy.,The night was very dull.,-1,1,1426
The night was as rowdy as a strip club,The night was very rowdy.,The night was very dull.,-1,1,1426
His heart is as hard as a rock.,He is guilt free and happy,He is cold and heartless,-1,1,1427
His heart is as light as a feather.,He is guilt free and happy,He is cold and heartless,-1,1,1427
Her sight is as good as a mole,Her sight is excellent,Her sight is terrible.,-1,1,1435
Her sight is as good as an eagle,Her sight is excellent,Her sight is terrible.,-1,1,1435
His life lasted as long as a butterfly.,His life lasted only a short amount of time.,His life lasted a very long time.,-1,1,1437
His life lasted as long as a tortoise.,His life lasted only a short amount of time.,His life lasted a very long time.,-1,1,1437
The sculptor is a lumberjack.,The sculptor is careful.,The sculptor is sloppy.,-1,1,1439
The sculptor is a surgeon.,The sculptor is careful.,The sculptor is sloppy.,-1,1,1439
The security team is effective as fighting a wildfire with a watergun,The security team is useless,The security team is very effective,-1,1,1440
The security team is effective as bleach on white shirts,The security team is useless,The security team is very effective,-1,1,1440
The mall was a big as Downtown Chicago.,The mall was expansive.,The mall was cramped.,-1,1,1444
The mall was a big as A studio apartment.,The mall was expansive.,The mall was cramped.,-1,1,1444
The chocolate cake is as fluffy as a mattress,The chocolate cake is light.,The chocolate cake is dense.,-1,1,1445
The chocolate cake is as fluffy as cotton candy,The chocolate cake is light.,The chocolate cake is dense.,-1,1,1445
He has the personality of Mr. Rogers,He has a flat and boring personality.,He has a sweet and friendly personality.,-1,1,1446
He has the personality of a wet noodle,He has a flat and boring personality.,He has a sweet and friendly personality.,-1,1,1446
The movie plot was as intricate as A child's first toy,The movie plot was convoluted,The movie plot was simple.,-1,1,1449
The movie plot was as intricate as A politician's mind,The movie plot was convoluted,The movie plot was simple.,-1,1,1449
This guy has the pleasantness of a puppy,This guy is nice,This guy is rude,-1,1,1451
This guy has the pleasantness of a tiger,This guy is nice,This guy is rude,-1,1,1451
The night sky was as dark as a milky latte,The night sky was pitch black.,The night sky was very light.,-1,1,1453
The night sky was as dark as black coffee,The night sky was pitch black.,The night sky was very light.,-1,1,1453
My wife's cooking tastes like cardboard,My wife is a terrible cook.,My wife is an excellent cook.,-1,1,1465
My wife's cooking tastes like heaven,My wife is a terrible cook.,My wife is an excellent cook.,-1,1,1465
When my sister is working she moves like a ballerina,My sister is very graceful when she's busy working.,My sister is very clumsy and awkward while she works.,-1,1,1466
When my sister is working she moves like an oaf,My sister is very graceful when she's busy working.,My sister is very clumsy and awkward while she works.,-1,1,1466
The party was as fun as paying electricity bills,The party was very boring.,The party was really fun.,-1,1,1469
The party was as fun as going to Six Flags,The party was very boring.,The party was really fun.,-1,1,1469
The military is as organized as a chessboard.,The military is very organized.,The military is not organized at all.,-1,1,1472
The military is as organized as a toddler's bedroom.,The military is very organized.,The military is not organized at all.,-1,1,1472
Their family is a peace corps,Their family is combative,Their family is helpful,-1,1,1477
Their family is an invading army,Their family is combative,Their family is helpful,-1,1,1477
The student's performance was as competitive as a sleeping kitten,The student's performance was great.,The student's performance was lackluster.,-1,1,1481
The student's performance was as competitive as a NASCAR driver,The student's performance was great.,The student's performance was lackluster.,-1,1,1481
The girl found herself swimming in a sea of ghosts.,The girl found herself overflowing with love.,The girl found herself surrounded by death.,-1,1,1486
The girl found herself swimming in a sea of love.,The girl found herself overflowing with love.,The girl found herself surrounded by death.,-1,1,1486
"I saw him running, he's an elephant",He runs fast,He is a slow runner,-1,1,1488
"I saw him running, he's a cheetah",He runs fast,He is a slow runner,-1,1,1488
The running dog is A fellow traveler,The running dog is man's best friend,The running dog avoids people,-1,1,1493
The running dog is A stranger on the street,The running dog is man's best friend,The running dog avoids people,-1,1,1493
This new book is as profound as a Miltonian epic.,"The book shows psychological depth, lyrical poetry, and appeal of a classic work of literature.",The book is simplistic and amateurish.,-1,1,1501
This new book is as profound as an English freshman's first essay.,"The book shows psychological depth, lyrical poetry, and appeal of a classic work of literature.",The book is simplistic and amateurish.,-1,1,1501
He had the moral values of a bloodthirsty vampire,He had no moral values.,He had a tremendous amount of moral values.,-1,1,1504
He had the moral values of a crusading paladin,He had no moral values.,He had a tremendous amount of moral values.,-1,1,1504
The movie has the length of the every DMV line combined.,The movie is long.,The movie is short.,-1,1,1509
The movie has the length of a gasp.,The movie is long.,The movie is short.,-1,1,1509
The movie has the charm of a blind date with a wild boar.,The movie is not charming.,The movie is charming.,-1,1,1510
The movie has the charm of a thousand teddy bears.,The movie is not charming.,The movie is charming.,-1,1,1510
The girl's life was as dramatic as the ocean at low tide,The girl's life was bland.,The girl's life was full of drama.,-1,1,1512
The girl's life was as dramatic as Chicago's South Side,The girl's life was bland.,The girl's life was full of drama.,-1,1,1512
George moved like a chicken with its head cut off,George was very focused,George lacked proper focus in the way he conducted himself,-1,1,1514
George moved like a hound on the hunt,George was very focused,George lacked proper focus in the way he conducted himself,-1,1,1514
His ideas are the size of Eurasia,His ideas are large,His ideas are small,-1,1,1515
His ideas are the size of an anteater's dinner,His ideas are large,His ideas are small,-1,1,1515
The board game requires the strategy of a four star general turned CEO,The board game requires a lot of strategy,The board game requires almost no strategy,-1,1,1516
The board game requires the strategy of an embryo turned newborn,The board game requires a lot of strategy,The board game requires almost no strategy,-1,1,1516
The food has all the flavor of dried sugar-free oatmeal,The food has a ton of flavor,The food is pretty bland,-1,1,1517
The food has all the flavor of a world clas chef's wildest dreams,The food has a ton of flavor,The food is pretty bland,-1,1,1517
This house is made out of diamond,"The house is flimsy, and could fall apart easily.",The house is durable and resistent to damage/the elements.,-1,1,1524
This house is made out of papier-mache,"The house is flimsy, and could fall apart easily.",The house is durable and resistent to damage/the elements.,-1,1,1524
The assignment was as clear as a glass of water,The assignment was hard to understand.,The assignment was easy to understand.,-1,1,1533
The assignment was as clear as chocolate pudding,The assignment was hard to understand.,The assignment was easy to understand.,-1,1,1533
My house is a dump,My house is elegant and proud.,My house is a mess.,-1,1,1538
My house is a castle,My house is elegant and proud.,My house is a mess.,-1,1,1538
That couch is as soft as a boulder,The couch is hard,The couch is soft,-1,1,1541
That couch is as soft as a pillow,The couch is hard,The couch is soft,-1,1,1541
The man is as sharp as a bowling ball,The man is stupid,The man is smart,-1,1,1542
The man is as sharp as needle,The man is stupid,The man is smart,-1,1,1542
The car was as fast as a bullet,The car was fast,The car was slow,-1,1,1551
The car was as fast as molasses,The car was fast,The car was slow,-1,1,1551
He was as inconspicuous as a fly,He was very inconspicuous,He was highly conspicuous and noticeable.,-1,1,1552
He was as inconspicuous as a peacock,He was very inconspicuous,He was highly conspicuous and noticeable.,-1,1,1552
The quarterback put forth the effort of A weak infant,The quarterback did not try hard,The quarterback put forth great effort,-1,1,1554
The quarterback put forth the effort of An angry bull elephant,The quarterback did not try hard,The quarterback put forth great effort,-1,1,1554
The relationship between Democrats and Republicans is that over a couple married for 50 years.,Democrats and Republicans do not get along.,Democrats and Republicans tolerate each other.,-1,1,1561
The relationship between Democrats and Republicans is as frigid as an Artic swimming pool.,Democrats and Republicans do not get along.,Democrats and Republicans tolerate each other.,-1,1,1561
This person has the warmth of an icicle,The person is kind.,The person is unkind.,-1,1,1563
This person has the warmth of a desert,The person is kind.,The person is unkind.,-1,1,1563
The song is as deep as A closet,The song is superficial,The song is heartfelt,-1,1,1564
The song is as deep as the sea,The song is superficial,The song is heartfelt,-1,1,1564
Her voice is as pleasant as a mad cat,Her voice is annoying,Her voice is soothing,-1,1,1565
Her voice is as pleasant as a lullabye,Her voice is annoying,Her voice is soothing,-1,1,1565
That person is as useful as a DVD rewinder.,The person's presence has no value.,The person is quite resourceful and helpful.,-1,1,1566
That person is as useful as a multi-tool.,The person's presence has no value.,The person is quite resourceful and helpful.,-1,1,1566
The tower is as tall as Mt Fuji,The tower is very short,The tower is extremely tall,-1,1,1568
The tower is as tall as an anthill,The tower is very short,The tower is extremely tall,-1,1,1568
The phone is as loud as a fog horn,The phone is very quiet,The phone is very loud,-1,1,1569
The phone is as loud as a whisper,The phone is very quiet,The phone is very loud,-1,1,1569
The boy moves as swiftly as a boulder,The boy moves with great swiftness.,The boy is very slow.,-1,1,1573
The boy moves as swiftly as a minnow swimming downstream,The boy moves with great swiftness.,The boy is very slow.,-1,1,1573
The desktop was a dirt road.,The desktop was bumpy.,The desktop was smooth.,-1,1,1574
The desktop was a sheet of glass.,The desktop was bumpy.,The desktop was smooth.,-1,1,1574
That man's about as deep as a bathtub.,That man is not deep at all.,That man is very deep.,-1,1,1577
That man's about as deep as the Mediterranean sea.,That man is not deep at all.,That man is very deep.,-1,1,1577
Things around here are about as orderly as a gulag.,Things around there are not orderly at all.,Things around there are extremely orderly.,-1,1,1578
Things around here are about as orderly as a kid's birthday party.,Things around there are not orderly at all.,Things around there are extremely orderly.,-1,1,1578
I've got the memory of an amoeba.,The person has a great memory.,The person has a really bad memory.,-1,1,1579
I've got the memory of an elephant.,The person has a great memory.,The person has a really bad memory.,-1,1,1579
The pillow was as soft as a cement slab,The pillow was soft,the pillow was hard,-1,1,1583
The pillow was as soft as a cloud,The pillow was soft,the pillow was hard,-1,1,1583
He was as slimy as a snake,He was someone who couldn't be trusted,He was someone you could trust,-1,1,1584
